Age,Years_of_Experience,Degree,Coding_Test_Score,Interview_Score,Portfolio_Project_Count,Fullstack_Knowledge,Preferred_WE,Certifications,Previous_Job_Level,Leadership_Experience,Hackathon_Participation,Attitude_Evaluation,Status
41-50,0-2 years,Master's,Code_High,Interview_Medium,Few Projects,Full_No,Remote,AWS,Prev_Mid,Lead_Yes,Hack_Yes,ATT_Negative,STATUS_Not_Hired
20-30,6-10 years,Bachelor's,Code_Medium,Interview_High,Many Projects,Full_No,Remote,GCP,Prev_Lead,Lead_No,Hack_Yes,ATT_Negative,STATUS_Not_Hired
20-30,10+ years,PhD,Code_High,Interview_Medium,Few Projects,Full_No,Remote,No Certifications,Prev_Mid,Lead_No,Hack_No,ATT_Negative,STATUS_Not_Hired
31-40,6-10 years,PhD,Code_Medium,Interview_High,Many Projects,Full_Yes,Remote,Azure,Prev_Junior,Lead_Yes,Hack_Yes,ATT_Positive,STATUS_Not_Hired
20-30,0-2 years,PhD,Code_Medium,Interview_High,Many Projects,Full_Yes,Hybrid,AWS,Prev_Mid,Lead_No,Hack_Yes,ATT_Negative,STATUS_Not_Hired
41-50,6-10 years,PhD,Code_High,Interview_High,Few Projects,Full_No,On-site,GCP,Prev_Lead,Lead_No,Hack_Yes,ATT_Neutral,STATUS_Not_Hired
20-30,6-10 years,No Degree,Code_High,Interview_Medium,Few Projects,Full_Yes,Hybrid,AWS,Prev_Senior,Lead_Yes,Hack_No,ATT_Positive,STATUS_Not_Hired
31-40,10+ years,No Degree,Code_Low,Interview_Medium,Many Projects,Full_No,Remote,Azure,Prev_Lead,Lead_No,Hack_No,ATT_Neutral,STATUS_Not_Hired
31-40,6-10 years,No Degree,Code_High,Interview_Medium,Many Projects,Full_No,Remote,AWS,Prev_Lead,Lead_Yes,Hack_No,ATT_Positive,STATUS_Not_Hired
20-30,6-10 years,Bachelor's,Code_Low,Interview_High,Few Projects,Full_No,Remote,AWS,Prev_Mid,Lead_Yes,Hack_No,ATT_Neutral,STATUS_Not_Hired
20-30,3-5 years,No Degree,Code_Medium,Interview_High,Many Projects,Full_No,On-site,AWS,Prev_Junior,Lead_Yes,Hack_No,ATT_Negative,STATUS_Not_Hired
20-30,6-10 years,Bachelor's,Code_Medium,Interview_Medium,Few Projects,Full_No,Remote,Azure,Prev_Junior,Lead_No,Hack_Yes,ATT_Negative,STATUS_Not_Hired
20-30,6-10 years,No Degree,Code_High,Interview_Medium,Few Projects,Full_Yes,Hybrid,AWS,Prev_Senior,Lead_Yes,Hack_No,ATT_Positive,STATUS_Not_Hired
41-50,6-10 years,Master's,Code_High,Interview_High,Few Projects,Full_Yes,On-site,No Certifications,Prev_Junior,Lead_No,Hack_No,ATT_Positive,STATUS_Not_Hired
41-50,3-5 years,No Degree,Code_High,Interview_Medium,Many Projects,Full_Yes,Hybrid,Azure,Prev_Senior,Lead_Yes,Hack_Yes,ATT_Negative,STATUS_Not_Hired
20-30,10+ years,PhD,Code_High,Interview_Medium,Few Projects,Full_No,Remote,No Certifications,Prev_Mid,Lead_No,Hack_No,ATT_Negative,STATUS_Not_Hired
20-30,6-10 years,Bachelor's,Code_Low,Interview_High,Few Projects,Full_No,Remote,AWS,Prev_Mid,Lead_Yes,Hack_No,ATT_Neutral,STATUS_Not_Hired
20-30,3-5 years,No Degree,Code_Low,Interview_High,Few Projects,Full_No,Hybrid,No Certifications,Prev_Junior,Lead_No,Hack_Yes,ATT_Positive,STATUS_Not_Hired
41-50,0-2 years,Bachelor's,Code_High,Interview_Low,No Projects,Full_No,Hybrid,No Certifications,Prev_Junior,Lead_No,Hack_Yes,ATT_Neutral,STATUS_Not_Hired
20-30,6-10 years,No Degree,Code_High,Interview_Medium,Few Projects,Full_Yes,Hybrid,AWS,Prev_Senior,Lead_Yes,Hack_No,ATT_Neutral,STATUS_Not_Hired
31-40,3-5 years,Bachelor's,Code_High,Interview_Low,Few Projects,Full_Yes,Remote,Azure,Prev_Lead,Lead_No,Hack_Yes,ATT_Neutral,STATUS_Not_Hired
41-50,0-2 years,PhD,Code_Medium,Interview_Medium,Few Projects,Full_Yes,Hybrid,GCP,Prev_Senior,Lead_Yes,Hack_Yes,ATT_Positive,STATUS_Not_Hired
41-50,0-2 years,Bachelor's,Code_High,Interview_Low,No Projects,Full_No,Hybrid,No Certifications,Prev_Junior,Lead_No,Hack_Yes,ATT_Negative,STATUS_Not_Hired
31-40,10+ years,Master's,Code_Low,Interview_High,Many Projects,Full_No,Remote,No Certifications,Prev_Junior,Lead_Yes,Hack_Yes,ATT_Positive,STATUS_Not_Hired
20-30,6-10 years,Bachelor's,Code_Medium,Interview_Medium,Few Projects,Full_No,Remote,Azure,Prev_Junior,Lead_No,Hack_Yes,ATT_Positive,STATUS_Not_Hired
20-30,6-10 years,Bachelor's,Code_Low,Interview_High,Few Projects,Full_No,Remote,AWS,Prev_Mid,Lead_Yes,Hack_No,ATT_Neutral,STATUS_Not_Hired
31-40,3-5 years,Bachelor's,Code_High,Interview_Low,Few Projects,Full_Yes,Remote,Azure,Prev_Lead,Lead_No,Hack_Yes,ATT_Negative,STATUS_Not_Hired
20-30,10+ years,PhD,Code_High,Interview_Medium,Many Projects,Full_Yes,On-site,No Certifications,Prev_Mid,Lead_Yes,Hack_Yes,ATT_Negative,STATUS_Not_Hired
20-30,10+ years,No Degree,Code_Medium,Interview_Low,Many Projects,Full_No,Hybrid,GCP,Prev_Senior,Lead_Yes,Hack_No,ATT_Negative,STATUS_Not_Hired
41-50,10+ years,No Degree,Code_High,Interview_Medium,Few Projects,Full_Yes,Remote,GCP,Prev_Junior,Lead_Yes,Hack_Yes,ATT_Neutral,STATUS_Not_Hired
41-50,0-2 years,Bachelor's,Code_High,Interview_Low,No Projects,Full_No,Hybrid,No Certifications,Prev_Junior,Lead_No,Hack_Yes,ATT_Positive,STATUS_Not_Hired
41-50,10+ years,No Degree,Code_Medium,Interview_Medium,Few Projects,Full_Yes,On-site,GCP,Prev_Senior,Lead_Yes,Hack_No,ATT_Neutral,STATUS_Not_Hired
20-30,10+ years,PhD,Code_High,Interview_Medium,Many Projects,Full_Yes,On-site,No Certifications,Prev_Mid,Lead_Yes,Hack_Yes,ATT_Positive,STATUS_Not_Hired
41-50,6-10 years,Master's,Code_High,Interview_Medium,Few Projects,Full_No,Remote,AWS,Prev_Junior,Lead_No,Hack_No,ATT_Neutral,STATUS_Not_Hired
41-50,6-10 years,PhD,Code_High,Interview_High,Few Projects,Full_No,On-site,GCP,Prev_Lead,Lead_No,Hack_Yes,ATT_Positive,STATUS_Not_Hired
41-50,6-10 years,Master's,Code_High,Interview_Medium,Few Projects,Full_No,Remote,AWS,Prev_Junior,Lead_No,Hack_No,ATT_Neutral,STATUS_Not_Hired
31-40,3-5 years,Master's,Code_Medium,Interview_High,Few Projects,Full_No,Hybrid,No Certifications,Prev_Junior,Lead_No,Hack_No,ATT_Neutral,STATUS_Not_Hired
20-30,6-10 years,Bachelor's,Code_Low,Interview_High,Few Projects,Full_No,Remote,AWS,Prev_Mid,Lead_Yes,Hack_No,ATT_Neutral,STATUS_Not_Hired
31-40,3-5 years,Master's,Code_Medium,Interview_High,Few Projects,Full_No,Hybrid,No Certifications,Prev_Junior,Lead_No,Hack_No,ATT_Neutral,STATUS_Not_Hired
31-40,6-10 years,Master's,Code_Medium,Interview_Low,Many Projects,Full_Yes,On-site,AWS,Prev_Junior,Lead_Yes,Hack_No,ATT_Negative,STATUS_Not_Hired
31-40,0-2 years,PhD,Code_High,Interview_Medium,Many Projects,Full_No,On-site,AWS,Prev_Lead,Lead_Yes,Hack_Yes,ATT_Neutral,STATUS_Not_Hired
20-30,10+ years,PhD,Code_High,Interview_Medium,Many Projects,Full_Yes,On-site,No Certifications,Prev_Mid,Lead_Yes,Hack_Yes,ATT_Positive,STATUS_Not_Hired
41-50,0-2 years,Master's,Code_Low,Interview_Medium,Few Projects,Full_Yes,Remote,No Certifications,Prev_Junior,Lead_Yes,Hack_Yes,ATT_Negative,STATUS_Not_Hired
41-50,10+ years,Bachelor's,Code_High,Interview_Medium,Few Projects,Full_Yes,Hybrid,No Certifications,Prev_Mid,Lead_No,Hack_Yes,ATT_Neutral,STATUS_Not_Hired
20-30,6-10 years,No Degree,Code_High,Interview_Medium,Few Projects,Full_Yes,Hybrid,AWS,Prev_Senior,Lead_Yes,Hack_No,ATT_Positive,STATUS_Not_Hired
31-40,10+ years,Bachelor's,Code_Medium,Interview_High,Many Projects,Full_No,Hybrid,GCP,Prev_Mid,Lead_No,Hack_Yes,ATT_Negative,STATUS_Not_Hired
41-50,10+ years,PhD,Code_High,Interview_High,Few Projects,Full_Yes,Remote,AWS,Prev_Junior,Lead_Yes,Hack_Yes,ATT_Neutral,STATUS_Not_Hired
41-50,0-2 years,Master's,Code_Low,Interview_Medium,Few Projects,Full_Yes,Remote,No Certifications,Prev_Junior,Lead_Yes,Hack_Yes,ATT_Neutral,STATUS_Not_Hired
20-30,6-10 years,No Degree,Code_High,Interview_Medium,Few Projects,Full_Yes,Hybrid,AWS,Prev_Senior,Lead_Yes,Hack_No,ATT_Negative,STATUS_Not_Hired
20-30,0-2 years,Master's,Code_Medium,Interview_High,No Projects,Full_No,Hybrid,No Certifications,Prev_Lead,Lead_No,Hack_No,ATT_Positive,STATUS_Not_Hired
41-50,3-5 years,PhD,Code_High,Interview_Medium,Few Projects,Full_No,On-site,GCP,Prev_Junior,Lead_Yes,Hack_No,ATT_Positive,STATUS_Not_Hired
20-30,10+ years,Bachelor's,Code_High,Interview_High,Few Projects,Full_Yes,Remote,No Certifications,Prev_Senior,Lead_No,Hack_Yes,ATT_Positive,STATUS_Not_Hired
20-30,6-10 years,PhD,Code_High,Interview_High,Few Projects,Full_Yes,On-site,AWS,Prev_Mid,Lead_Yes,Hack_Yes,ATT_Positive,STATUS_Not_Hired
41-50,10+ years,No Degree,Code_Medium,Interview_High,Few Projects,Full_No,Hybrid,AWS,Prev_Senior,Lead_No,Hack_Yes,ATT_Positive,STATUS_Not_Hired
31-40,10+ years,Master's,Code_Low,Interview_High,Many Projects,Full_No,Remote,No Certifications,Prev_Junior,Lead_Yes,Hack_Yes,ATT_Neutral,STATUS_Not_Hired
41-50,10+ years,No Degree,Code_Medium,Interview_High,Few Projects,Full_No,Hybrid,AWS,Prev_Senior,Lead_No,Hack_Yes,ATT_Neutral,STATUS_Not_Hired
20-30,0-2 years,Master's,Code_Medium,Interview_High,No Projects,Full_No,Hybrid,No Certifications,Prev_Lead,Lead_No,Hack_No,ATT_Negative,STATUS_Not_Hired
41-50,3-5 years,No Degree,Code_High,Interview_Medium,Many Projects,Full_Yes,Hybrid,Azure,Prev_Senior,Lead_Yes,Hack_Yes,ATT_Negative,STATUS_Not_Hired
41-50,6-10 years,Bachelor's,Code_Low,Interview_High,No Projects,Full_Yes,Remote,AWS,Prev_Mid,Lead_Yes,Hack_No,ATT_Positive,STATUS_Not_Hired
41-50,0-2 years,Master's,Code_Low,Interview_Medium,Few Projects,Full_Yes,Remote,No Certifications,Prev_Junior,Lead_Yes,Hack_Yes,ATT_Neutral,STATUS_Not_Hired
31-40,6-10 years,PhD,Code_Medium,Interview_High,Many Projects,Full_Yes,Remote,Azure,Prev_Junior,Lead_Yes,Hack_Yes,ATT_Neutral,STATUS_Not_Hired
20-30,10+ years,PhD,Code_Medium,Interview_Low,No Projects,Full_No,Remote,GCP,Prev_Junior,Lead_Yes,Hack_No,ATT_Negative,STATUS_Not_Hired
41-50,0-2 years,PhD,Code_Medium,Interview_Medium,Few Projects,Full_Yes,Hybrid,GCP,Prev_Senior,Lead_Yes,Hack_Yes,ATT_Positive,STATUS_Not_Hired
31-40,3-5 years,Master's,Code_Medium,Interview_High,Few Projects,Full_No,Hybrid,No Certifications,Prev_Junior,Lead_No,Hack_No,ATT_Positive,STATUS_Not_Hired
20-30,3-5 years,No Degree,Code_Low,Interview_High,Few Projects,Full_No,Hybrid,No Certifications,Prev_Junior,Lead_No,Hack_Yes,ATT_Negative,STATUS_Not_Hired
41-50,3-5 years,Master's,Code_Medium,Interview_Medium,Many Projects,Full_No,On-site,No Certifications,Prev_Lead,Lead_No,Hack_Yes,ATT_Negative,STATUS_Not_Hired
20-30,10+ years,PhD,Code_High,Interview_Medium,Few Projects,Full_No,Remote,No Certifications,Prev_Mid,Lead_No,Hack_No,ATT_Positive,STATUS_Not_Hired
31-40,6-10 years,Master's,Code_High,Interview_Medium,Few Projects,Full_Yes,On-site,Azure,Prev_Mid,Lead_Yes,Hack_No,ATT_Neutral,STATUS_Not_Hired
41-50,3-5 years,Master's,Code_Low,Interview_High,No Projects,Full_Yes,Remote,Azure,Prev_Mid,Lead_Yes,Hack_No,ATT_Negative,STATUS_Not_Hired
20-30,0-2 years,Master's,Code_Medium,Interview_Medium,Many Projects,Full_Yes,Hybrid,No Certifications,Prev_Junior,Lead_No,Hack_Yes,ATT_Neutral,STATUS_Not_Hired
41-50,6-10 years,PhD,Code_High,Interview_High,Few Projects,Full_No,On-site,GCP,Prev_Lead,Lead_No,Hack_Yes,ATT_Negative,STATUS_Not_Hired
31-40,6-10 years,No Degree,Code_High,Interview_Medium,Many Projects,Full_No,Remote,AWS,Prev_Lead,Lead_Yes,Hack_No,ATT_Neutral,STATUS_Not_Hired
20-30,10+ years,PhD,Code_High,Interview_Medium,Many Projects,Full_Yes,On-site,No Certifications,Prev_Mid,Lead_Yes,Hack_Yes,ATT_Negative,STATUS_Not_Hired
41-50,0-2 years,Master's,Code_Low,Interview_Medium,Many Projects,Full_No,On-site,No Certifications,Prev_Mid,Lead_Yes,Hack_No,ATT_Positive,STATUS_Not_Hired
41-50,10+ years,No Degree,Code_Medium,Interview_Medium,Few Projects,Full_Yes,On-site,GCP,Prev_Senior,Lead_Yes,Hack_No,ATT_Neutral,STATUS_Not_Hired
20-30,0-2 years,Master's,Code_Medium,Interview_Medium,Many Projects,Full_Yes,Hybrid,No Certifications,Prev_Junior,Lead_No,Hack_Yes,ATT_Neutral,STATUS_Not_Hired
41-50,0-2 years,Master's,Code_High,Interview_Medium,Few Projects,Full_No,Remote,AWS,Prev_Mid,Lead_Yes,Hack_Yes,ATT_Negative,STATUS_Not_Hired
41-50,0-2 years,PhD,Code_Medium,Interview_Medium,Few Projects,Full_Yes,Hybrid,GCP,Prev_Senior,Lead_Yes,Hack_Yes,ATT_Neutral,STATUS_Not_Hired
41-50,0-2 years,Bachelor's,Code_High,Interview_Low,No Projects,Full_No,Hybrid,No Certifications,Prev_Junior,Lead_No,Hack_Yes,ATT_Negative,STATUS_Not_Hired
41-50,3-5 years,PhD,Code_High,Interview_Medium,Few Projects,Full_No,On-site,GCP,Prev_Junior,Lead_Yes,Hack_No,ATT_Negative,STATUS_Not_Hired
31-40,3-5 years,Master's,Code_Medium,Interview_High,Few Projects,Full_No,Hybrid,No Certifications,Prev_Junior,Lead_No,Hack_No,ATT_Positive,STATUS_Not_Hired
20-30,10+ years,PhD,Code_Medium,Interview_Low,No Projects,Full_No,Remote,GCP,Prev_Junior,Lead_Yes,Hack_No,ATT_Positive,STATUS_Not_Hired
31-40,6-10 years,No Degree,Code_High,Interview_Medium,Many Projects,Full_No,Remote,AWS,Prev_Lead,Lead_Yes,Hack_No,ATT_Neutral,STATUS_Not_Hired
41-50,6-10 years,Master's,Code_High,Interview_Medium,Few Projects,Full_No,On-site,No Certifications,Prev_Junior,Lead_Yes,Hack_Yes,ATT_Neutral,STATUS_Not_Hired
31-40,6-10 years,Master's,Code_Medium,Interview_Low,Many Projects,Full_Yes,On-site,AWS,Prev_Junior,Lead_Yes,Hack_No,ATT_Positive,STATUS_Not_Hired
41-50,3-5 years,Master's,Code_Low,Interview_High,No Projects,Full_Yes,Remote,Azure,Prev_Mid,Lead_Yes,Hack_No,ATT_Neutral,STATUS_Not_Hired
41-50,0-2 years,PhD,Code_Medium,Interview_High,Few Projects,Full_No,Remote,Azure,Prev_Lead,Lead_No,Hack_Yes,ATT_Neutral,STATUS_Not_Hired
31-40,3-5 years,No Degree,Code_Low,Interview_Medium,Few Projects,Full_Yes,Remote,GCP,Prev_Mid,Lead_No,Hack_No,ATT_Positive,STATUS_Not_Hired
41-50,10+ years,No Degree,Code_High,Interview_Medium,Few Projects,Full_Yes,Remote,GCP,Prev_Junior,Lead_Yes,Hack_Yes,ATT_Neutral,STATUS_Not_Hired
20-30,10+ years,No Degree,Code_Medium,Interview_Low,Many Projects,Full_No,Hybrid,GCP,Prev_Senior,Lead_Yes,Hack_No,ATT_Negative,STATUS_Not_Hired
20-30,6-10 years,No Degree,Code_High,Interview_Medium,Few Projects,Full_Yes,Hybrid,AWS,Prev_Senior,Lead_Yes,Hack_No,ATT_Positive,STATUS_Not_Hired
41-50,3-5 years,No Degree,Code_High,Interview_Medium,Many Projects,Full_Yes,Hybrid,Azure,Prev_Senior,Lead_Yes,Hack_Yes,ATT_Positive,STATUS_Not_Hired
41-50,6-10 years,Master's,Code_High,Interview_Medium,Few Projects,Full_No,On-site,No Certifications,Prev_Junior,Lead_Yes,Hack_Yes,ATT_Positive,STATUS_Not_Hired
41-50,6-10 years,No Degree,Code_Medium,Interview_Low,Many Projects,Full_Yes,Hybrid,Azure,Prev_Senior,Lead_No,Hack_Yes,ATT_Neutral,STATUS_Not_Hired
31-40,6-10 years,PhD,Code_Medium,Interview_High,Many Projects,Full_Yes,Remote,Azure,Prev_Junior,Lead_Yes,Hack_Yes,ATT_Negative,STATUS_Not_Hired
31-40,0-2 years,PhD,Code_High,Interview_Medium,Many Projects,Full_No,On-site,AWS,Prev_Lead,Lead_Yes,Hack_Yes,ATT_Neutral,STATUS_Not_Hired
20-30,10+ years,PhD,Code_High,Interview_Medium,Many Projects,Full_Yes,On-site,No Certifications,Prev_Mid,Lead_Yes,Hack_Yes,ATT_Negative,STATUS_Not_Hired
41-50,6-10 years,No Degree,Code_Medium,Interview_Low,Many Projects,Full_Yes,Hybrid,Azure,Prev_Senior,Lead_No,Hack_Yes,ATT_Positive,STATUS_Not_Hired
31-40,6-10 years,PhD,Code_Medium,Interview_High,Many Projects,Full_Yes,Remote,Azure,Prev_Junior,Lead_Yes,Hack_Yes,ATT_Positive,STATUS_Not_Hired
20-30,10+ years,PhD,Code_Medium,Interview_Low,No Projects,Full_No,Remote,GCP,Prev_Junior,Lead_Yes,Hack_No,ATT_Positive,STATUS_Not_Hired
31-40,6-10 years,No Degree,Code_High,Interview_Medium,Many Projects,Full_No,Remote,AWS,Prev_Lead,Lead_Yes,Hack_No,ATT_Neutral,STATUS_Not_Hired
41-50,10+ years,No Degree,Code_Medium,Interview_Medium,Few Projects,Full_Yes,On-site,GCP,Prev_Senior,Lead_Yes,Hack_No,ATT_Negative,STATUS_Not_Hired
41-50,10+ years,Bachelor's,Code_High,Interview_Medium,Few Projects,Full_Yes,Hybrid,No Certifications,Prev_Mid,Lead_No,Hack_Yes,ATT_Positive,STATUS_Not_Hired
31-40,3-5 years,No Degree,Code_Low,Interview_Medium,Few Projects,Full_Yes,Remote,GCP,Prev_Mid,Lead_No,Hack_No,ATT_Positive,STATUS_Not_Hired
20-30,3-5 years,No Degree,Code_Medium,Interview_High,Many Projects,Full_No,On-site,AWS,Prev_Junior,Lead_Yes,Hack_No,ATT_Neutral,STATUS_Not_Hired
31-40,6-10 years,Master's,Code_Medium,Interview_Low,Many Projects,Full_Yes,On-site,AWS,Prev_Junior,Lead_Yes,Hack_No,ATT_Neutral,STATUS_Not_Hired
41-50,0-2 years,Bachelor's,Code_High,Interview_Low,No Projects,Full_No,Hybrid,No Certifications,Prev_Junior,Lead_No,Hack_Yes,ATT_Negative,STATUS_Not_Hired
20-30,3-5 years,No Degree,Code_Medium,Interview_High,Many Projects,Full_No,On-site,AWS,Prev_Junior,Lead_Yes,Hack_No,ATT_Neutral,STATUS_Not_Hired
31-40,10+ years,Bachelor's,Code_High,Interview_Low,Many Projects,Full_No,Remote,GCP,Prev_Mid,Lead_No,Hack_Yes,ATT_Positive,STATUS_Not_Hired
41-50,3-5 years,Master's,Code_Low,Interview_High,No Projects,Full_Yes,Remote,Azure,Prev_Mid,Lead_Yes,Hack_No,ATT_Negative,STATUS_Not_Hired
41-50,0-2 years,Master's,Code_Low,Interview_Medium,Few Projects,Full_Yes,Remote,No Certifications,Prev_Junior,Lead_Yes,Hack_Yes,ATT_Neutral,STATUS_Not_Hired
41-50,3-5 years,Master's,Code_Medium,Interview_Medium,Many Projects,Full_No,On-site,No Certifications,Prev_Lead,Lead_No,Hack_Yes,ATT_Neutral,STATUS_Not_Hired
20-30,3-5 years,No Degree,Code_Low,Interview_High,Few Projects,Full_No,Hybrid,No Certifications,Prev_Junior,Lead_No,Hack_Yes,ATT_Neutral,STATUS_Not_Hired
31-40,6-10 years,Master's,Code_High,Interview_Medium,Few Projects,Full_Yes,On-site,Azure,Prev_Mid,Lead_Yes,Hack_No,ATT_Negative,STATUS_Not_Hired
20-30,3-5 years,No Degree,Code_Medium,Interview_High,Many Projects,Full_No,On-site,AWS,Prev_Junior,Lead_Yes,Hack_No,ATT_Positive,STATUS_Not_Hired
31-40,6-10 years,PhD,Code_High,Interview_Low,Few Projects,Full_No,Remote,AWS,Prev_Junior,Lead_No,Hack_No,ATT_Positive,STATUS_Not_Hired
31-40,6-10 years,No Degree,Code_High,Interview_Medium,Many Projects,Full_No,Remote,AWS,Prev_Lead,Lead_Yes,Hack_No,ATT_Negative,STATUS_Not_Hired
41-50,6-10 years,Bachelor's,Code_Low,Interview_High,No Projects,Full_Yes,Remote,AWS,Prev_Mid,Lead_Yes,Hack_No,ATT_Negative,STATUS_Not_Hired
41-50,10+ years,No Degree,Code_Medium,Interview_Medium,Few Projects,Full_Yes,On-site,GCP,Prev_Senior,Lead_Yes,Hack_No,ATT_Neutral,STATUS_Not_Hired
41-50,10+ years,No Degree,Code_High,Interview_Medium,Few Projects,Full_Yes,Remote,GCP,Prev_Junior,Lead_Yes,Hack_Yes,ATT_Positive,STATUS_Not_Hired
20-30,6-10 years,Bachelor's,Code_Low,Interview_High,Few Projects,Full_No,Remote,AWS,Prev_Mid,Lead_Yes,Hack_No,ATT_Negative,STATUS_Not_Hired
20-30,0-2 years,PhD,Code_Medium,Interview_High,Many Projects,Full_Yes,Hybrid,AWS,Prev_Mid,Lead_No,Hack_Yes,ATT_Positive,STATUS_Not_Hired
41-50,6-10 years,Master's,Code_High,Interview_Medium,Few Projects,Full_No,On-site,No Certifications,Prev_Junior,Lead_Yes,Hack_Yes,ATT_Negative,STATUS_Not_Hired
20-30,10+ years,No Degree,Code_Medium,Interview_Low,Many Projects,Full_No,Hybrid,GCP,Prev_Senior,Lead_Yes,Hack_No,ATT_Neutral,STATUS_Not_Hired
31-40,10+ years,No Degree,Code_Low,Interview_Medium,Many Projects,Full_No,Remote,Azure,Prev_Lead,Lead_No,Hack_No,ATT_Negative,STATUS_Not_Hired
41-50,3-5 years,Master's,Code_Low,Interview_High,No Projects,Full_Yes,Remote,Azure,Prev_Mid,Lead_Yes,Hack_No,ATT_Negative,STATUS_Not_Hired
41-50,10+ years,No Degree,Code_Medium,Interview_High,Few Projects,Full_No,Hybrid,AWS,Prev_Senior,Lead_No,Hack_Yes,ATT_Neutral,STATUS_Not_Hired
20-30,10+ years,PhD,Code_High,Interview_Medium,Few Projects,Full_No,Remote,No Certifications,Prev_Mid,Lead_No,Hack_No,ATT_Neutral,STATUS_Not_Hired
41-50,6-10 years,Master's,Code_High,Interview_Medium,Few Projects,Full_No,Remote,AWS,Prev_Junior,Lead_No,Hack_No,ATT_Negative,STATUS_Not_Hired
41-50,10+ years,No Degree,Code_Medium,Interview_Medium,Few Projects,Full_Yes,On-site,GCP,Prev_Senior,Lead_Yes,Hack_No,ATT_Neutral,STATUS_Not_Hired
41-50,0-2 years,Master's,Code_Low,Interview_Medium,Many Projects,Full_No,On-site,No Certifications,Prev_Mid,Lead_Yes,Hack_No,ATT_Negative,STATUS_Not_Hired
41-50,3-5 years,Master's,Code_Medium,Interview_Medium,Many Projects,Full_No,On-site,No Certifications,Prev_Lead,Lead_No,Hack_Yes,ATT_Negative,STATUS_Not_Hired
41-50,6-10 years,PhD,Code_High,Interview_High,Few Projects,Full_No,On-site,GCP,Prev_Lead,Lead_No,Hack_Yes,ATT_Negative,STATUS_Not_Hired
41-50,3-5 years,Master's,Code_Medium,Interview_Medium,Many Projects,Full_No,On-site,No Certifications,Prev_Lead,Lead_No,Hack_Yes,ATT_Negative,STATUS_Not_Hired
31-40,3-5 years,No Degree,Code_Low,Interview_Medium,Few Projects,Full_Yes,Remote,GCP,Prev_Mid,Lead_No,Hack_No,ATT_Negative,STATUS_Not_Hired
41-50,6-10 years,Bachelor's,Code_Low,Interview_High,No Projects,Full_Yes,Remote,AWS,Prev_Mid,Lead_Yes,Hack_No,ATT_Positive,STATUS_Not_Hired
20-30,0-2 years,Master's,Code_Medium,Interview_Medium,Many Projects,Full_Yes,Hybrid,No Certifications,Prev_Junior,Lead_No,Hack_Yes,ATT_Positive,STATUS_Not_Hired
20-30,6-10 years,Bachelor's,Code_Low,Interview_High,Few Projects,Full_No,Remote,AWS,Prev_Mid,Lead_Yes,Hack_No,ATT_Positive,STATUS_Not_Hired
31-40,10+ years,No Degree,Code_Low,Interview_Medium,Many Projects,Full_No,Remote,Azure,Prev_Lead,Lead_No,Hack_No,ATT_Negative,STATUS_Not_Hired
31-40,3-5 years,Bachelor's,Code_High,Interview_Low,Few Projects,Full_Yes,Remote,Azure,Prev_Lead,Lead_No,Hack_Yes,ATT_Neutral,STATUS_Not_Hired
20-30,10+ years,Bachelor's,Code_High,Interview_High,Few Projects,Full_Yes,Remote,No Certifications,Prev_Senior,Lead_No,Hack_Yes,ATT_Negative,STATUS_Not_Hired
41-50,3-5 years,Master's,Code_Low,Interview_High,No Projects,Full_Yes,Remote,Azure,Prev_Mid,Lead_Yes,Hack_No,ATT_Negative,STATUS_Not_Hired
20-30,6-10 years,Bachelor's,Code_Low,Interview_High,Few Projects,Full_No,Remote,AWS,Prev_Mid,Lead_Yes,Hack_No,ATT_Neutral,STATUS_Not_Hired
41-50,0-2 years,Master's,Code_Low,Interview_Medium,Few Projects,Full_Yes,Remote,No Certifications,Prev_Junior,Lead_Yes,Hack_Yes,ATT_Positive,STATUS_Not_Hired
41-50,10+ years,No Degree,Code_Medium,Interview_Medium,Few Projects,Full_Yes,On-site,GCP,Prev_Senior,Lead_Yes,Hack_No,ATT_Neutral,STATUS_Not_Hired
41-50,3-5 years,Master's,Code_Medium,Interview_Medium,Many Projects,Full_No,On-site,No Certifications,Prev_Lead,Lead_No,Hack_Yes,ATT_Neutral,STATUS_Not_Hired
20-30,10+ years,PhD,Code_High,Interview_Medium,Many Projects,Full_Yes,On-site,No Certifications,Prev_Mid,Lead_Yes,Hack_Yes,ATT_Positive,STATUS_Not_Hired
41-50,0-2 years,Master's,Code_High,Interview_Medium,Few Projects,Full_No,Remote,AWS,Prev_Mid,Lead_Yes,Hack_Yes,ATT_Positive,STATUS_Not_Hired
20-30,10+ years,No Degree,Code_Medium,Interview_Low,Many Projects,Full_No,Hybrid,GCP,Prev_Senior,Lead_Yes,Hack_No,ATT_Negative,STATUS_Not_Hired
20-30,0-2 years,Master's,Code_Medium,Interview_High,No Projects,Full_No,Hybrid,No Certifications,Prev_Lead,Lead_No,Hack_No,ATT_Positive,STATUS_Not_Hired
31-40,6-10 years,No Degree,Code_High,Interview_Medium,Many Projects,Full_No,Remote,AWS,Prev_Lead,Lead_Yes,Hack_No,ATT_Neutral,STATUS_Not_Hired
41-50,0-2 years,PhD,Code_Medium,Interview_Medium,Few Projects,Full_Yes,Hybrid,GCP,Prev_Senior,Lead_Yes,Hack_Yes,ATT_Neutral,STATUS_Not_Hired
