No.,Residence,ALGEBRA,TRIGO,ADVALGEBRA,ANAGEO,DIFCAL,INTCAL,DIFEQU,STATS,ADVENGMAT,NUMERICAL,MATAVERAGE,PHY01A,PHY02A,ENG01,ENG02A,ENG03A,ENGECO,VECTOR,ELXDEVICE,ELXCIRCUITS,SIGNALS,PRINCO,LCST,DIGICOM,TRANS,MICRO,BROADCAST,CONTROLSYS,ECEAVERAGE,CIRC1,ELEMAG,CIRC2,ELEAVERAGE,VA,VR,FR,QR,SCHEME,On-Time,WithHonors,Passer
407,lucban,2.75,2,3,3,2.5,1.75,2.5,3,1.75,1.5,2.38,3,2.5,2.75,2,1.25,2.5,2,1.5,2.25,1.75,2.25,1.5,1.25,2,2.75,2.5,2.25,2,2.25,2,1.75,2,A,A,A,A,A,NO,NO,NO
408,sariaya,2.5,1.75,1.5,1.5,2,1.75,1.75,2.25,1.75,2.25,1.9,2.25,2.25,1.5,2,1.75,1.5,2.25,1.5,2.25,1.75,1.75,1.75,1.75,1.75,2,2.25,2.5,1.925,2,1.75,2.25,2,A,AA,A,A,A,YES,NO,YES
409,lucban,2.25,3,2,1.75,2.5,2.5,2.25,1.75,1.75,2.25,2.2,2.75,2.75,1.75,3,3,3,3,2.75,3,3,3,2.5,2.5,2.5,3,3,2,2.725,2.25,3,1.75,2.333333333,A,A,AA,A,A,YES,NO,NO
410,tayabas,2,2,2.75,2.25,2,2.25,2.25,2.5,2.5,2.25,2.28,2.5,2.25,3,2.25,2.25,2.25,3,3,3,3,2.5,3,2.75,3,2.75,3,3,2.9,3,3,2.75,2.916666667,AA,AA,AA,A,A,YES,NO,YES
411,lucban,2.75,2,3,3,2.5,1.75,2.5,3,1.75,1.5,2.38,3,2.5,2.75,2,1.25,2.5,2,1.5,2.25,1.75,2.25,1.5,1.25,2,2.75,2.5,2.25,2,2.25,2,1.75,2,A,A,A,A,B,YES,NO,NO
412,lucban,1.75,2,3,2,2.75,2.25,2,3,2,1.5,2.23,2.75,2.75,2.25,2.25,1.75,2.25,1.75,2.25,2.5,2.25,2.5,2,1.5,2.5,2.25,3,2.75,2.35,2.25,2.25,1.5,2,AA,A,AA,AA,B,YES,NO,NO
413,lucban,2.25,3,2.5,3,3,3,2.5,3,2,2.25,2.65,3,2.5,2.25,2.5,3,3,3,3,3,3,3,2,2.25,3,3,3,3,2.825,2.5,3,3,2.833333333,A,A,A,A,A,YES,NO,NO
414,lucena,3,2.5,2.75,2,2.75,2.5,2.25,3,2,2.25,2.5,2.75,2.75,1.75,2,3,2.25,2.75,2,2.5,3,2.5,2.25,2,2.25,3,3,3,2.55,2.25,2.5,2,2.25,AA,AA,A,AA,A,YES,NO,YES
415,tayabas,3,3,2.75,2.25,3,3,2,3,2.25,2.25,2.65,3,3,2.75,3,3,3,3,3,3,3,3,3,2.75,2.75,3,2.75,3,2.925,3,3,2.25,2.75,A,A,A,A,B,YES,NO,NO
416,tayabas,1.75,2.25,1.75,2.25,2.25,2.75,2,2.25,2.75,2,2.2,2.5,2.25,3,1.25,2.25,2.25,2.5,2,2.75,2.75,2.75,2.75,2.25,2.5,2.5,2.75,2.5,2.55,2.25,2.75,1.5,2.166666667,A,A,A,A,A,NO,NO,NO
417,lucena,2.25,2.25,1.75,1.25,2.25,2.25,2,2.25,1.5,1.5,1.93,2.5,2.5,2,1.5,2.25,1.75,1.75,1,2.5,1.75,1.5,2,2,1.75,2.25,3,2.25,2,2,1.25,1.5,1.583333333,A,AA,A,A,B,YES,NO,YES
418,lucban,3,3,2.75,2.25,3,3,2,3,2.25,2.25,2.65,3,3,2.75,3,3,3,3,3,3,3,3,3,2.75,2.75,3,2.75,3,2.925,3,3,2.25,2.75,A,A,A,A,A,YES,NO,NO
419,lucban,3,3,2.75,2.25,3,3,2.75,2.75,2.25,2.5,2.73,3,3,2,3,3,3,3,3,3,3,3,3,2.75,2.25,3,3,3,2.9,2.75,3,2.5,2.75,A,A,A,A,C,YES,NO,NO
420,buenavista,2.75,2.75,1.75,2.5,2.25,2.75,2.25,2.5,1.5,1.75,2.28,2.75,2.5,3,2.5,2.25,2.5,2.75,1.75,3,3,2,2.5,2,2,2.75,3,3,2.5,2.5,2.75,1.75,2.333333333,A,A,AA,A,A,YES,NO,NO
421,sariaya,2.5,3,3,3,2.75,1.75,2.5,2.5,1.75,2.75,2.55,2.75,2.75,3,2.25,3,2.5,3,2.5,2.75,3,2.25,2.75,2.25,2.25,3,3,3,2.675,3,2.25,2.75,2.666666667,A,AA,A,A,B,YES,NO,NO
422,tayabas,1.5,1.5,1.25,1,1.5,1.75,1.5,1.75,1.25,1,1.4,1.75,2,1.25,1,1.25,1.5,2,1.25,1.75,1,1.25,1.25,1.25,1.5,1.75,2.25,1.75,1.5,1.25,2,1.75,1.666666667,A,AA,AA,AA,A,YES,YES,YES
423,tayabas,2.5,2.5,2.25,1.75,2.75,2.5,2.25,2.5,1.75,2.5,2.33,3,2.5,3,1.75,3,2.75,3,3,3,3,3,3,2,2.25,3,2.75,2.75,2.775,2.75,3,2.25,2.666666667,A,A,A,A,A,YES,NO,NO
424,tiaong,1.5,1.5,1.25,2.25,1.5,1,1,1.25,1.75,2.25,1.53,1.75,1.75,1.25,1.25,2.25,1.25,1,1,1.75,1.25,1,1.75,1.25,1.5,1.75,1.75,1.5,1.45,1,1,1.75,1.25,A,AA,A,A,B,YES,YES,YES
425,candelaria,3,3,3,3,2,3,2,3,2.25,3,2.73,2.75,3,3,2.25,3,3,2.75,2.25,3,3,3,3,2.5,3,3,3,2.5,2.825,2.75,3,2.5,2.75,A,A,A,A,A,NO,NO,NO
426,luisiana,3,3,3,2.75,3,3,3,3,2,2,2.78,3,3,3,3,2.25,2.75,3,3,2.25,2.5,2.75,2.75,2.25,2.25,3,3,3,2.675,3,3,2.25,2.75,A,A,A,A,A,NO,NO,NO
427,lucena,1.5,1.75,1.5,2.25,1.5,1.5,1.5,1.75,1.25,1.25,1.58,1.75,1.75,1.25,1.75,1.75,1.5,1.5,1.25,1.75,1.75,1.75,1.75,1.25,1.5,2,2.25,1.5,1.675,1.5,2.25,1.75,1.833333333,A,AA,A,AA,B,YES,YES,YES
428,lucena,2.25,3,2,1.75,2.5,2.5,2.25,1.75,1.75,2.25,2.2,2.75,2.75,1.75,3,3,3,3,2.75,3,3,3,2.5,2.5,2.5,3,3,2,2.725,2.25,3,1.75,2.333333333,AA,A,A,A,A,YES,NO,NO
429,pagbilao,3,2.5,2,2.5,2.5,3,3,2.5,1.5,1.5,2.4,3,3,2,2,2.75,2.25,3,1.75,1,2,2,2.25,1.75,1.5,2.75,3,3,2.1,2.75,3,2,2.583333333,A,AA,A,A,A,YES,NO,YES
430,cavinti,2.25,2.5,2.5,1.75,3,2,2.75,3,1.5,1.75,2.3,3,2.25,3,2,2.5,2.25,3,1.5,2.5,2.25,2.25,2.5,2.25,2,3,3,3,2.425,2.5,2.5,2.25,2.416666667,A,AA,A,A,A,YES,NO,YES
431,magdalena,2.5,2.5,2,2.75,2.25,2,1.75,2.25,1.5,2,2.15,2.75,2.5,3,1.75,3,2.5,2,2,2.75,2.25,2.25,2.5,1.5,2.75,3,3,2.5,2.45,1.75,2.5,1.75,2,A,A,A,AA,B,YES,NO,YES
432,tayabas,2,2.5,2.25,3,3,3,2.25,3,1.75,2,2.48,3,2.75,3,2.75,3,2.25,2.75,3,2.5,3,2.25,3,2.25,1.75,3,3,3,2.675,2.25,3,1.75,2.333333333,A,AA,A,A,A,YES,NO,YES
433,tayabas,3,3,2.5,2.25,2.5,3,3,2.25,2,2.25,2.58,3,2.5,3,2.75,3,3,3,3,3,3,2.75,3,2.25,2,3,3,3,2.8,3,3,2.25,2.75,A,A,A,A,A,YES,NO,NO
434,tayabas,2,2.75,3,3,3,3,2.5,3,2,2.25,2.65,3,3,3,3,3,3,3,3,2.75,3,2.25,3,2.75,2.25,3,3,3,2.8,2.75,3,2.25,2.666666667,A,A,AA,AA,A,YES,NO,NO
435,lucban,2.75,2.5,2.25,3,2.75,2.5,2.5,2.75,2.25,2,2.53,3,3,1.75,2.25,2.5,3,2.25,3,3,3,2.75,3,2.5,2.25,2.5,3,3,2.8,2.75,2.5,2.75,2.666666667,A,A,A,A,B,YES,NO,NO
436,san andres,2,2.25,2.25,2.25,2.5,2,2.5,2.75,1.75,2,2.23,2.75,2.5,3,1.75,3,2.5,3,2,2.5,2.5,1.75,2.25,2,2,3,3,2.75,2.375,2.5,2.75,2.25,2.5,A,A,A,AA,A,YES,NO,NO
437,lucban,2.75,2.75,2.5,2.2,2.75,2.75,3,3,2.25,2.25,2.62,3,3,2.5,2.25,2.75,2.75,3,3,2.75,3,2.75,1.5,2.5,1.75,3,3,3,2.625,2.75,2.5,2.25,2.5,A,A,AA,AA,B,YES,NO,NO
438,tayabas,2.25,2,1.75,2,2.25,2.25,1.75,2.5,1.5,1.5,1.98,2.5,2.5,2.5,1.75,2.5,2.25,2.25,1.5,2.5,1.5,2,2.75,2.25,1.75,2.25,2.75,2.5,2.175,2.25,2,2,2.083333333,A,AA,A,A,A,YES,NO,YES
439,tayabas,3,3,2.5,3,3,2.5,2.25,2.25,1.5,1.75,2.48,3,3,1.5,2,3,2.5,2.75,1.5,2.75,2.5,2.5,2.5,2.25,2.5,2.75,3,3,2.525,2.75,3,1.75,2.5,A,A,A,A,A,YES,NO,NO
440,lucena,2.5,3,2.5,2.5,2.75,3,2.25,3,2,1.75,2.53,2.75,3,3,2.25,3,2.5,2.75,3,3,2.75,2.25,3,2.75,2.5,3,2.25,3,2.75,3,3,2.25,2.75,A,AA,A,A,B,YES,NO,YES
441,pakil,2.5,3,3,3,3,2.75,2.75,3,2.75,1.75,2.75,3,3,3,3,3,3,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,2.5,2.833333333,A,A,A,A,A,NO,NO,NO
442,lucban,1.75,2,2,1.75,2,1.75,1.25,2,1.5,1.5,1.75,3,2.5,2.25,1,2.5,1.5,2.25,1.5,2,1.75,1.75,2,1.75,1.5,2.25,2.5,2,1.9,1.75,1.5,1.75,1.666666667,A,AA,AA,A,A,YES,NO,YES
443,majayjay,2.75,3,2.5,2,2.75,3,3,2.75,2,2.25,2.6,3,3,1.75,2.25,3,2.5,3,3,3,3,3,3,2.25,2,3,3,3,2.825,2.5,3,2,2.5,A,A,A,A,A,YES,NO,NO
444,lucena,1.75,2.25,1.25,2,2,1.75,1.75,2,1.5,1.5,1.78,2.75,2.25,1.5,1.25,2.25,1.5,2,1.25,2,1.5,1.5,2,1.75,1.75,1.75,2.25,2.25,1.8,1.5,2.25,1.75,1.833333333,A,AA,A,A,A,NO,NO,YES
445,lucban,1.75,2.25,2.25,2,2.5,2.25,2.25,2,1.5,2,2.08,2.5,2.5,2.75,1.75,2.75,2.75,2.5,1.75,2.5,2.75,2.25,2.25,1.75,1.5,3,2.25,2.5,2.25,2.5,2.25,1.75,2.166666667,A,AA,A,A,A,NO,NO,YES
446,candelaria,3,3,3,3,3,2,3,3,1.75,1.75,2.65,3,3,3,3,3,2.5,3,2.75,3,3,3,3,2.5,3,3,3,3,2.925,3,3,2.75,2.916666667,A,A,A,A,A,NO,NO,NO
447,lucban,3,3,3,3,3,3,2.5,3,2.5,2,2.8,2.75,3,2.25,2.25,3,2.75,3,2.5,3,3,3,3,2.25,3,1.75,3,3,2.75,3,3,2.5,2.833333333,A,A,A,A,B,YES,NO,NO
448,lucban,1.5,1.5,1.25,1.25,1.75,1.5,1.75,1.75,1.5,2,1.58,1.75,1.75,1.25,1.5,2,1.75,2.25,1.5,1.5,1.5,1.5,1.75,1.25,1.75,2.25,2.25,2,1.725,1.5,1,1.5,1.333333333,A,AA,AA,AA,C,YES,YES,YES
449,atimonan,3,3,3,3,3,2.5,3,2.25,1.75,1.75,2.63,3,3,2.25,3,3,3,3,3,3,3,3,1.25,2.5,3,3,3,3,2.775,3,3,2.25,2.75,A,A,AA,A,A,YES,NO,NO
450,san pablo,2.75,3,2.5,2.75,3,3,3,3,2.25,2.5,2.78,3,3,3,3,3,3,3,3,3,3,3,3,2.25,2.75,3,3,2.75,2.875,3,3,2.75,2.916666667,A,A,A,A,A,YES,NO,NO
451,lucena,3,2.5,2.75,2,2.75,2.5,2.25,3,2,2.25,2.5,2.75,2.75,1.75,2,3,2.25,2.75,2,2.5,3,2.5,2.25,2,2.25,3,3,3,2.55,2.25,2.5,2,2.25,A,AA,A,A,A,YES,NO,YES
452,lucena,3,3,3,3,3,3,2.5,2.75,1.75,1.5,2.65,3,1.75,3,2.75,3,2.25,3,2,2.75,2.5,2.5,2.75,1.75,2.25,3,3,3,2.55,2.75,3,1.75,2.5,AA,A,AA,A,B,YES,NO,NO
453,real,2,2,2.75,2.25,2,2.25,2.25,2.5,2.5,2.25,2.28,2.5,2.25,3,2.25,2.25,2.25,3,3,3,3,2.5,3,2.75,3,2.75,3,3,2.9,3,3,2.75,2.916666667,A,A,A,A,C,YES,NO,NO
454,sariaya,2.25,3,2.25,3,2.5,2.25,1.25,2.75,2,1.75,2.3,2.75,2.5,1.5,1.75,2.25,2.25,2.75,2.25,2.5,2,2,2,2.25,1.5,2.25,3,2,2.175,2,1.75,2.25,2,A,AA,A,A,A,YES,NO,YES
455,lucena,2.25,2.25,2,1.75,1.75,1.75,2.5,3,1.75,2,2.1,2.75,2.5,3,3,3,2.25,3,2.5,3,3,2.25,3,2.25,1.5,2.25,3,2.75,2.55,2.25,3,2.25,2.5,A,A,AA,A,A,YES,NO,NO
456,lucban,1,1.25,1,1,1,1.25,1.25,1.5,1.25,1,1.15,1.75,1.5,2,1,1.5,1.5,1.5,1.25,2,1.25,1,1.5,1.75,1.25,1.5,2.25,1.25,1.5,1,1.25,1.5,1.25,A,AA,AA,A,B,YES,YES,YES
457,gumaca,2,2.25,2.75,2,2.75,2.5,2.5,2,2.25,2.25,2.33,3,3,2,2.25,3,3,3,2.75,3,3,2,2.75,1.5,2.5,3,3,3,2.65,2.5,3,2,2.5,AA,AA,A,A,A,YES,NO,YES
458,lucena,1.25,1.25,1.25,1,1.25,1,1.25,1.25,1.5,1.25,1.23,1.75,1.75,1.25,1,1.25,1.5,1.5,1,1.5,1.25,1.25,1.75,1.25,1,1.75,2,1.5,1.425,1.25,1.75,2,1.666666667,A,AA,A,A,C,YES,YES,YES
459,siniloan,1.5,1.5,2,1.5,1.5,3,1.75,2.25,2.5,1.5,1.9,1.25,2.75,2.25,1.5,2,1.5,2.5,1.25,2.75,1.25,1.75,2,1.25,2,2.25,3,2.75,2.025,2,2.25,1,1.75,A,AA,A,A,A,YES,NO,YES
460,padre burgos,3,2.5,2.5,2,2.75,2.75,2.75,2.5,1.75,2.75,2.53,2.75,2.5,3,1.75,2.75,2.25,3,2.5,3,3,2.5,2.5,2.5,2,2.5,3,2.75,2.625,2,3,1.75,2.25,A,AA,A,A,B,YES,NO,YES
461,sampaloc,2.75,2.75,2.5,2.25,2.5,3,2.75,2.75,2,2.25,2.55,3,3,1.5,2.75,3,2.5,3,2.25,3,2.5,2,2.75,2.25,1.75,3,3,2.75,2.525,2.5,2,2.25,2.25,A,AA,A,A,C,YES,NO,YES
462,lucena,2.75,2.5,2.5,2.25,2.75,2.5,2.5,3,2,2,2.48,3,3,2.25,2.75,3,3,3,2.75,3,3,3,3,2.25,2.25,3,3,3,2.825,2.75,3,2,2.583333333,A,A,A,A,A,YES,NO,NO
463,lucena,2.75,1.75,1.5,1.5,2,1.75,1.75,2.25,1.75,2.25,1.93,2.25,2.25,1.5,1.75,1.75,1.5,2.25,1.5,2.25,1.75,1.75,1.75,2,1.75,2,2.25,2.5,1.95,2,1.75,2.25,2,A,AA,A,A,C,YES,NO,YES
464,lucban,2.5,3,2.25,1.25,3,3,2.75,3,1.75,2.25,2.48,2.75,2.5,1.75,2,3,3,3,3,2.75,3,2,2.75,1.75,2,2.75,2.75,2.75,2.55,2.5,2.75,1.75,2.333333333,A,A,A,A,A,YES,NO,NO
465,tayabas,3,3,3,3,2.75,3,3,3,2.25,1.75,2.78,3,3,3,2.75,3,3,3,3,3,3,3,2.75,2.75,2.25,2.75,3,3,2.85,3,3,2.75,2.916666667,A,A,AA,AA,B,NO,NO,NO
466,lucban,3,3,2,3,3,3,3,3,1.75,2,2.68,3,3,3,2.25,3,2.75,2.75,1.5,2.75,2.5,2.25,2.75,2,2.25,3,3,3,2.5,3,3,2.25,2.75,A,A,A,A,A,YES,NO,NO
467,candelaria,2.25,2.25,3,3,3,2.25,2.5,2,2.25,1.75,2.43,2.75,2.5,3,3,2.5,3,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.916666667,A,A,A,A,C,YES,NO,NO
468,sariaya,2.5,3,2.25,2.25,3,3,2,2.5,2.25,3,2.58,2.75,3,2,1.5,2.5,1.75,2,1.5,3,3,2.75,3,2.5,2.25,2.5,2.75,2.25,2.55,2,3,2.25,2.416666667,A,AA,A,A,A,YES,NO,YES
469,pitogo,3,2.25,2.25,3,2.75,3,2.5,2.5,2,1.75,2.5,2.75,2.75,2,3,3,3,3,2.5,3,3,2.5,2.5,2.25,2.25,3,2.5,2.25,2.575,3,3,2,2.666666667,A,AA,AA,A,C,YES,NO,YES
470,lucena,2.5,3,2.25,2.5,2.5,2.75,2.5,2.25,1.5,1.5,2.33,2.75,2.5,2.5,2.25,3,2.75,3,2,3,3,2.5,2.75,2.25,2.25,3,3,3,2.675,2.75,3,1.5,2.416666667,AA,AA,AA,A,A,YES,NO,YES
471,tayabas,3,2.75,2.5,2.75,2.75,2.75,2.25,2.75,2,2,2.55,3,2.75,3,1.75,2.75,3,2.75,2.75,3,2.75,3,3,2.75,2.25,3,3,3,2.85,2.25,2.5,2.25,2.333333333,A,A,A,A,A,YES,NO,NO
472,lucban,2.5,2.75,2.5,2.75,3,2.5,2.75,3,1.75,1.5,2.5,3,3,3,2.5,2.75,3,3,2.5,2.75,3,3,3,2.25,1.75,3,3,3,2.725,3,3,1.75,2.583333333,A,A,A,A,B,YES,NO,NO
473,majayjay,2.25,1.75,2.25,2.25,2.75,3,2.75,2.5,1.75,1.75,2.3,2.75,2.75,3,3,3,2,2.5,1.75,3,2.5,2,2,2,2.25,3,3,2.75,2.425,3,2.75,1.75,2.5,AA,AA,A,A,A,YES,NO,NO
474,lucban,2.5,2.75,3,2,2.75,2.75,2,2.25,1.75,2,2.38,2.5,2.25,3,1.5,2,2,3,2.5,2.25,3,2,2.25,2,1.75,2.5,2.5,3,2.375,2,2.5,2,2.166666667,AA,AA,AA,AA,B,YES,NO,YES
475,infanta,1.25,2,2.5,3,2.75,2.5,2.5,1.75,2,2.25,2.25,2.5,2.75,3,2.5,3,3,3,2.25,3,3,2.25,3,2.25,2,3,3,2.5,2.625,3,3,3,3,A,A,A,AA,B,YES,NO,NO
476,sariaya,3,3,3,3,3,3,2.75,3,1.75,2,2.75,3,3,2,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2.666666667,A,A,A,AA,A,YES,NO,NO
477,luisiana,3,2.75,3,1.75,3,2.25,3,3,2,3,2.68,3,3,2.25,3,3,3,3,3,3,3,2.75,3,1.5,2.5,3,3,3,2.775,2.25,3,2.25,2.5,A,A,AA,A,A,YES,NO,NO
478,lucena,3,3,3,2.25,3,2.5,2,2.75,2.5,2.5,2.65,2.75,1.75,3,1.75,3,3,3,3,2.25,2.25,1.75,2.25,2.75,2.25,2.5,3,3,2.5,2.75,3,3,2.916666667,A,A,A,AA,A,YES,NO,NO
479,lucena,3,3,2.2,3,2.75,2,3,2.5,1.75,1.75,2.5,3,3,2,2.75,3,3,3,3,3,3,3,3,2.25,2.5,3,3,3,2.875,3,3,1.75,2.583333333,A,A,A,A,B,YES,NO,NO
480,tiaong,3,2.5,2.5,2.5,3,3,2.25,2.5,2.25,2.25,2.58,2.5,2.25,2,2.5,2.25,3,2,2.25,3,3,3,3,2.75,2.5,3,3,3,2.85,2.5,2.25,2,2.25,A,A,A,A,A,YES,NO,NO
481,lucena,1.5,1.75,1.75,1.5,1.75,1.5,1.5,2.25,1.75,2,1.73,2.5,2.25,2.75,1.5,2.25,2,2.25,1.25,2.25,2.25,1.5,2,1.75,1.25,2.25,3,2.25,1.975,2,2.25,1.75,2,A,AA,A,AA,C,YES,NO,YES
482,kalayaan,2.25,3,2.25,3,3,3,2.5,3,2,2.25,2.63,3,2.5,2.25,2.5,3,3,3,3,3,3,3,1.5,2.25,3,3,3,3,2.775,2.5,3,3,2.833333333,A,AA,A,A,A,YES,NO,NO
483,lucena,3,3,3,3,3,3,3,2.75,2,1.75,2.75,3,3,2,2,2.5,2.5,2.5,2.25,3,2.5,2,2.5,2.25,2.25,3,3,2.75,2.55,3,3,3,3,A,A,A,A,A,YES,NO,NO
484,lucban,3,3,3,2.5,3,2.25,2,3,2.25,2.25,2.63,3,3,2.5,2.75,3,3,3,3,3,3,3,3,2.5,2.5,3,3,3,2.9,3,3,2.5,2.833333333,AA,A,A,AA,A,YES,NO,NO
485,sariaya,3,3,3,3,3,3,2.75,3,2.25,2.25,2.83,3,2.75,3,3,3,3,3,3,3,3,2.5,3,3,3,3,3,2.75,2.925,2.75,3,3,2.916666667,A,A,A,A,B,YES,NO,NO
486,majayjay,2.75,3,2.25,2.5,2,2.25,2,3,2.25,1.75,2.38,3,2.75,2.5,2.25,2.75,2.5,3,2.5,2.5,2.25,2.5,2.75,1.5,2,2.75,3,3,2.475,2.75,2.75,2,2.5,A,AA,A,AA,B,NO,NO,NO
487,mauban,2.25,2.5,2.25,1.75,2.25,1.75,2.25,2.5,2,2.25,2.18,2.5,2.25,1.75,2.25,2.5,3,2.75,2.5,3,3,1.75,2.25,2,2,2,2.5,2.75,2.375,3,3,2,2.666666667,A,AA,A,A,A,YES,NO,YES
488,pagbilao,3,3,2.75,3,3,3,3,3,2,1.75,2.75,3,3,3,2.75,3,3,3,3,3,3,2.5,2.5,2.5,2.75,3,3,3,2.825,2.75,3,2,2.583333333,A,A,A,A,C,NO,NO,NO
489,gumaca,3,3,2.75,3,3,3,2.75,2,2,1.75,2.63,2.5,3,2.25,3,3,3,3,3,3,3,3,3,3,2.75,3,3,2.25,2.9,3,3,2.25,2.75,A,A,A,A,A,YES,NO,NO
490,san antonio,2.25,2.75,2.25,2.75,2.25,1.75,1.5,2.25,2.5,2.25,2.25,2.75,2.5,1.5,2,2.5,2.25,2.5,1.5,2.25,2.5,1.5,2.75,2.25,1.75,2.5,3,2.5,2.25,2,3,2,2.333333333,A,AA,A,A,A,YES,NO,NO
491,general luna,2.5,2,1.5,1.75,2,2,1.75,2,1.25,1.25,1.8,2.5,2,1.25,2,3,2,2.25,1.25,2.25,1,1.25,2,1.25,1.5,2.75,2.5,2.25,1.8,2.25,2.5,1.5,2.083333333,A,AA,A,AA,B,YES,NO,YES
492,lucena,3,2.25,2.25,2.5,3,3,2.25,2.75,1.75,2.25,2.5,3,2.5,3,2,2.5,2.5,3,2.5,3,2,2.25,2.25,2.5,2.5,2.5,3,2.75,2.525,2.75,2.75,2.25,2.583333333,AA,A,A,A,A,YES,NO,NO
493,lucban,3,3,3,3,3,3,3,3,2,2,2.8,3,3,2.25,3,3,3,3,3,3,3,3,3,2.75,2,3,3,3,2.875,3,3,2.5,2.833333333,A,A,AA,A,B,YES,NO,NO
494,real,3,3,2.5,2.75,2.75,3,3,2.75,2,2.25,2.7,3,2.75,3,2.25,3,3,3,3,3,2.75,3,3,3,2.5,3,3,2.5,2.875,3,3,2,2.666666667,A,A,A,AA,A,YES,NO,NO
495,candelaria,2.5,3,1.75,2.25,2.5,2.5,2.25,2.5,2.75,2,2.4,2.25,2.5,1.75,2.25,2.75,2.25,3,2,2.75,1.75,2.25,2.75,2.25,1.75,2.5,3,2.5,2.35,2.5,2.47,2.25,2.406666667,AA,A,AA,A,B,YES,NO,NO
496,lucena,2.25,2.25,2,2.5,2.5,2.75,1.75,2,1.5,1.5,2.1,2.75,2.75,1.5,3,2.75,3,2.75,2,2.75,2.5,2.25,3,2.75,2,3,3,2.75,2.6,2.5,2.5,1.75,2.25,A,AA,A,A,C,YES,NO,YES
497,infanta,2,2,2,2.25,2.5,2.25,3,2,1.75,2.25,2.2,2.5,2.5,3,3,3,3,3,2.75,3,2.5,1.75,3,1.75,2.25,3,3,2.5,2.55,2,2.51,2.25,2.253333333,AA,A,A,A,A,YES,NO,NO
498,lucban,1.25,1,1.25,1,1,1.5,1.25,1.25,1,1,1.15,1.5,1.75,1.5,1,1.25,1.25,1.5,1,1.25,1,1,1.25,1,1,1.5,1.5,1.25,1.175,1,1,1.25,1.083333333,AA,AA,AA,AA,A,YES,YES,YES
499,tayabas,3,2,2.25,2,2.5,2.25,2.25,3,2,2,2.33,2.75,3,1.75,2,2.75,2.5,2.5,2.5,2.5,1.75,2.5,3,2,2,2.5,2.75,2.5,2.4,2.25,3,2.25,2.5,AA,A,A,A,B,YES,NO,NO
500,lucena,1.25,1.5,1.25,1.5,1.25,1.25,1.75,1.5,1.5,2,1.48,1.5,1.75,1,1,1.25,1.75,1.5,1,2,1.5,1.25,1.5,1,1.5,1.5,1.75,2,1.5,1.5,1.75,1.5,1.583333333,A,AA,AA,A,A,YES,YES,YES
